dep_ocu	year	sex	age	death	violent	disease	accident	violent_	homicide	populati
20	1995	2	20	49	2	46	1	2	2	10564
20	1995	1	21	70	1	65	4	1	1	8159
20	1995	2	21	53	0	52	1	0	0	8159
20	1995	1	22	68	1	67	0	1	1	5331
20	1995	2	22	73	0	71	2	0	0	5331
20	1995	1	23	143	2	139	2	2	2	6005
20	1995	2	23	128	0	125	3	0	0	6005
20	1995	1	25	44	15	23	6	15	13	NA
20	1995	2	25	22	3	18	1	3	3	NA
20	1996	1	7	24	0	22	2	0	0	129961
20	1996	2	7	20	1	17	2	1	1	129961
20	1996	1	8	3	0	2	1	0	0	115365
20	1996	2	8	8	0	5	3	0	0	115365
20	1996	1	9	10	1	5	4	1	1	108311
20	1996	2	9	6	1	5	0	1	1	108311
20	1996	1	10	41	21	7	13	21	20	96016.9
20	1996	2	10	12	3	7	2	3	3	96016.9
20	1996	1	11	85	62	9	14	62	60	78435.5
20	1996	2	11	12	2	7	3	2	2	78435.5
20	1996	1	12	99	71	11	17	71	69	75191.4
20	1996	2	12	15	1	11	3	1	0	75191.4
20	1996	1	13	67	43	11	13	43	43	66227.6
20	1996	2	13	12	4	7	1	4	4	66227.6
20	1996	1	14	73	51	12	10	51	50	54168.2
20	1996	2	14	25	7	17	1	7	7	54168.2
20	1996	1	15	56	26	22	8	26	26	45133.3
20	1996	2	15	28	1	27	0	1	1	45133.3
20	1996	1	16	47	27	16	4	27	26	34985.2
20	1996	2	16	20	4	15	1	4	4	34985.2
20	1996	1	17	58	23	28	7	23	23	24977.9
20	1996	2	17	30	2	27	1	2	2	24977.9
20	1996	1	18	53	9	40	4	9	8	18439.1
20	1996	2	18	39	1	38	0	1	1	18439.1
20	1996	1	19	59	4	51	4	4	4	14184.5
20	1996	2	19	42	0	42	0	0	0	14184.5
20	1996	1	20	65	5	57	3	5	5	10913.8
20	1996	2	20	64	0	63	1	0	0	10913.8
20	1996	1	21	87	2	82	3	2	1	8358.41
20	1996	2	21	46	0	46	0	0	0	8358.41
20	1996	1	22	72	1	66	5	1	1	5567.47
20	1996	2	22	59	0	58	1	0	0	5567.47
20	1996	1	23	130	0	128	2	0	0	6313.61
20	1996	2	23	122	1	120	1	1	1	6313.61
20	1996	1	25	51	24	22	5	24	24	NA
20	1996	2	25	14	1	13	0	1	1	NA
20	1997	1	7	49	0	45	4	0	0	129446
20	1997	2	7	31	0	26	5	0	0	129446
20	1997	1	8	11	2	5	4	2	2	118186
20	1997	2	8	6	2	3	1	2	2	118186
20	1997	1	9	9	1	3	5	1	1	108709
20	1997	2	9	4	0	3	1	0	0	108709
20	1997	1	10	31	18	2	10	19	16	96999.7
20	1997	2	10	6	2	4	0	2	2	96999.7
20	1997	1	11	61	43	10	7	44	43	80268.8
20	1997	2	11	9	0	5	3	1	0	80268.8
20	1997	1	12	67	44	10	13	44	44	74932.7
20	1997	2	12	10	2	8	0	2	2	74932.7
20	1997	1	13	71	47	12	11	48	46	68030.9
20	1997	2	13	13	6	6	1	6	6	68030.9
20	1997	1	14	56	39	9	7	40	39	56246.3
20	1997	2	14	19	5	11	3	5	4	56246.3
20	1997	1	15	36	18	11	4	21	18	46457.3
20	1997	2	15	14	3	10	1	3	3	46457.3
20	1997	1	16	28	15	11	1	16	15	36700.6
20	1997	2	16	12	2	10	0	2	2	36700.6
20	1997	1	17	44	17	23	4	17	17	26598.5
20	1997	2	17	19	1	16	2	1	1	26598.5
20	1997	1	18	42	11	28	2	12	10	19346.8
20	1997	2	18	25	0	24	1	0	0	19346.8
20	1997	1	19	39	6	32	1	6	4	14674.4
20	1997	2	19	26	0	26	0	0	0	14674.4
20	1997	1	20	45	2	42	1	2	2	11275.3
20	1997	2	20	43	0	43	0	0	0	11275.3
20	1997	1	21	67	3	60	4	3	3	8562.7
20	1997	2	21	40	0	39	1	0	0	8562.7
20	1997	1	22	50	1	46	3	1	0	5814.43
20	1997	2	22	41	0	41	0	0	0	5814.43
20	1997	1	23	103	0	102	1	0	0	6638.08
20	1997	2	23	98	0	97	1	0	0	6638.08
20	1997	1	25	51	29	17	4	30	28	NA
20	1997	2	25	19	4	14	1	4	4	NA
20	1998	1	7	161	1	153	7	1	1	128934
20	1998	2	7	130	0	121	9	0	0	128934
20	1998	1	8	14	2	6	6	2	1	121076
20	1998	2	8	9	1	6	2	1	1	121076
20	1998	1	9	15	3	5	7	3	3	109109
20	1998	2	9	7	1	3	3	1	1	109109
20	1998	1	10	39	16	7	15	17	15	97992.6
20	1998	2	10	17	4	6	7	4	3	97992.6
20	1998	1	11	84	49	9	26	49	47	82145
20	1998	2	11	19	5	10	4	5	4	82145
20	1998	1	12	95	61	16	15	64	59	74674.9
20	1998	2	12	18	5	10	3	5	5	74674.9
20	1998	1	13	71	47	8	16	47	46	69883.4
20	1998	2	13	16	3	10	3	3	3	69883.4
20	1998	1	14	57	36	10	11	36	35	58404
20	1998	2	14	16	4	12	0	4	4	58404
20	1998	1	15	66	34	18	14	34	33	47820.2
20	1998	2	15	17	2	11	4	2	1	47820.2
20	1998	1	16	46	20	16	10	20	18	38500
20	1998	2	16	29	1	27	1	1	1	38500
20	1998	1	17	45	17	24	4	17	17	28324.3
20	1998	2	17	27	0	26	1	0	0	28324.3
20	1998	1	18	47	5	33	9	5	3	20299.2
20	1998	2	18	23	1	21	1	1	1	20299.2
20	1998	1	19	78	7	62	9	7	7	15181.3
20	1998	2	19	32	0	30	2	0	0	15181.3
20	1998	1	20	80	6	66	8	6	5	11648.7
20	1998	2	20	53	1	51	1	1	1	11648.7
20	1998	1	21	93	0	86	6	1	0	8771.97
20	1998	2	21	40	0	40	0	0	0	8771.97
20	1998	1	22	75	2	73	0	2	2	6072.34
20	1998	2	22	62	0	61	1	0	0	6072.34
20	1998	1	23	152	3	145	4	3	3	6979.22
20	1998	2	23	137	0	133	4	0	0	6979.22
20	1998	1	25	224	71	127	25	72	65	NA
20	1998	2	25	104	8	94	2	8	6	NA
20	1998	3	25	1	1	0	0	1	1	NA
20	1999	1	7	200	0	186	12	2	0	128423
20	1999	2	7	165	0	154	10	1	0	128423
20	1999	1	8	17	0	11	6	0	0	124037
20	1999	2	8	15	1	8	6	1	1	124037
20	1999	1	9	15	3	2	9	4	2	109510
20	1999	2	9	8	1	3	3	2	0	109510
20	1999	1	10	63	37	9	16	38	36	98995.7
20	1999	2	10	17	6	9	2	6	5	98995.7
20	1999	1	11	122	87	10	20	92	82	84065.1
20	1999	2	11	19	6	9	3	7	4	84065.1
20	1999	1	12	113	81	8	19	86	78	74418
20	1999	2	12	25	2	14	7	4	2	74418
20	1999	1	13	103	70	11	18	74	66	71786.3
20	1999	2	13	26	6	13	7	6	6	71786.3
20	1999	1	14	95	58	19	17	59	56	60644.5
20	1999	2	14	27	9	13	5	9	7	60644.5
20	1999	1	15	71	42	16	10	45	40	49223
20	1999	2	15	16	2	12	2	2	2	49223
20	1999	1	16	72	31	31	10	31	31	40387.7
20	1999	2	16	34	5	28	1	5	5	40387.7
20	1999	1	17	63	11	40	11	12	11	30162
20	1999	2	17	27	1	25	1	1	1	30162
20	1999	1	18	69	11	48	9	12	11	21298.5
20	1999	2	18	34	1	32	1	1	1	21298.5
20	1999	1	19	74	5	61	7	6	4	15705.6
20	1999	2	19	58	0	58	0	0	0	15705.6
20	1999	1	20	83	1	75	6	2	1	12034.5
20	1999	2	20	66	0	66	0	0	0	12034.5
20	1999	1	21	85	5	78	1	6	5	8986.37
20	1999	2	21	65	1	60	3	2	1	8986.37
20	1999	1	22	97	3	91	2	4	2	6341.7
20	1999	2	22	72	2	68	2	2	2	6341.7
20	1999	1	23	150	3	147	0	3	3	7337.89
20	1999	2	23	130	0	129	1	0	0	7337.89
20	1999	1	25	133	28	81	21	31	28	NA
20	1999	2	25	85	6	78	1	6	6	NA
20	1999	3	25	1	0	0	1	0	0	NA
20	2000	1	7	280	4	266	9	5	4	127914
20	2000	2	7	190	0	186	4	0	0	127914
20	2000	1	8	20	0	12	8	0	0	127070
20	2000	2	8	10	2	6	2	2	2	127070
20	2000	1	9	23	1	9	13	1	1	109912
20	2000	2	9	19	2	11	6	2	2	109912
20	2000	1	10	74	45	15	14	45	42	100009
20	2000	2	10	19	6	8	4	7	3	100009
20	2000	1	11	147	116	5	26	116	108	86030
20	2000	2	11	30	10	19	1	10	9	86030
20	2000	1	12	140	94	19	26	95	91	74162
20	2000	2	12	33	9	13	11	9	8	74162
20	2000	1	13	154	102	18	34	102	101	73741
20	2000	2	13	26	6	20	0	6	4	73741
20	2000	1	14	125	84	25	16	84	80	62971
20	2000	2	14	35	11	20	3	12	11	62971
20	2000	1	15	87	57	22	8	57	56	50667
20	2000	2	15	39	13	26	0	13	13	50667
20	2000	1	16	85	42	31	12	42	39	42368
20	2000	2	16	31	6	22	3	6	6	42368
20	2000	1	17	69	27	35	7	27	26	32119
20	2000	2	17	39	4	34	1	4	4	32119
20	2000	1	18	83	26	48	9	26	24	22347
20	2000	2	18	47	0	44	3	0	0	22347
20	2000	1	19	120	14	98	8	14	12	16248
20	2000	2	19	64	1	62	1	1	0	16248
20	2000	1	20	83	6	73	4	6	5	12433
20	2000	2	20	54	0	53	1	0	0	12433
20	2000	1	21	111	4	102	5	4	3	9206
20	2000	2	21	77	0	76	1	0	0	9206
20	2000	1	22	118	4	111	3	4	4	6623
20	2000	2	22	86	1	85	0	1	1	6623
20	2000	1	23	200	1	195	3	2	0	7715
20	2000	2	23	148	0	147	1	0	0	7715
20	2000	1	25	77	28	44	5	28	28	NA
20	2000	2	25	22	0	19	3	0	0	NA
23	1990	1	7	87	1	82	4	1	1	159544
23	1990	2	7	66	0	64	2	0	0	159544
23	1990	1	8	12	3	3	6	3	3	156059
23	1990	2	8	7	1	5	1	1	1	156059
23	1990	1	9	17	1	5	11	1	1	152523
23	1990	2	9	13	1	10	2	1	1	152523
23	1990	1	10	46	14	14	18	14	13	134388
23	1990	2	10	29	7	15	7	7	7	134388
23	1990	1	11	92	55	17	20	55	54	116856
23	1990	2	11	30	6	19	5	6	5	116856
23	1990	1	12	90	63	13	14	63	57	94961
23	1990	2	12	22	5	15	2	5	5	94961
23	1990	1	13	104	63	19	22	63	63	77890
23	1990	2	13	28	4	23	1	4	2	77890
23	1990	1	14	62	38	17	7	38	38	66248
23	1990	2	14	33	5	25	3	5	4	66248
23	1990	1	15	60	29	24	7	29	29	51832
23	1990	2	15	38	4	34	0	4	4	51832
23	1990	1	16	65	26	31	8	26	25	38202
23	1990	2	16	37	1	32	4	1	1	38202
23	1990	1	17	53	18	31	4	18	18	29851
23	1990	2	17	46	0	44	2	0	0	29851
23	1990	1	18	61	10	49	2	10	10	23868
23	1990	2	18	45	0	45	0	0	0	23868
23	1990	1	19	106	13	89	4	13	12	21143
23	1990	2	19	77	0	75	2	0	0	21143
23	1990	1	20	108	5	95	8	5	4	16479
23	1990	2	20	82	0	79	3	0	0	16479
23	1990	1	21	123	6	115	2	6	5	13139
23	1990	2	21	93	0	93	0	0	0	13139
23	1990	1	22	140	0	136	4	0	0	8983
23	1990	2	22	112	0	112	0	0	0	8983
23	1990	1	23	271	0	265	6	0	0	7676
23	1990	2	23	272	0	268	4	0	0	7676
23	1990	1	25	67	35	23	9	35	34	NA
23	1990	2	25	14	4	10	0	4	4	NA
23	1991	1	7	94	0	89	5	0	0	161347
23	1991	2	7	71	0	68	3	0	0	161347
23	1991	1	8	13	1	5	7	1	1	155634
23	1991	2	8	7	0	7	0	0	0	155634
23	1991	1	9	21	1	10	10	1	1	152296
23	1991	2	9	15	1	10	4	1	1	152296
23	1991	1	10	41	12	18	11	12	12	135166
23	1991	2	10	18	0	12	6	0	0	135166
23	1991	1	11	70	39	10	20	40	34	116197
23	1991	2	11	22	3	18	1	3	2	116197
23	1991	1	12	85	42	29	14	42	40	97006
23	1991	2	12	22	1	20	1	1	1	97006
23	1991	1	13	79	40	24	15	40	38	80078.3
23	1991	2	13	27	5	21	1	5	5	80078.3
23	1991	1	14	59	26	23	10	26	26	67745.2
23	1991	2	14	29	1	24	4	1	1	67745.2
23	1991	1	15	50	21	23	6	21	19	53934.6
23	1991	2	15	32	5	25	2	5	4	53934.6
23	1991	1	16	44	16	22	6	16	15	40282.7
23	1991	2	16	31	1	27	3	1	1	40282.7
23	1991	1	17	62	13	44	5	13	13	31047.9
23	1991	2	17	50	2	45	3	2	2	31047.9
23	1991	1	18	55	4	47	4	4	4	24631
23	1991	2	18	47	0	47	0	0	0	24631
23	1991	1	19	106	6	92	8	6	5	21298.3
23	1991	2	19	79	1	78	0	1	1	21298.3
23	1991	1	20	98	3	95	0	3	3	16957.4
23	1991	2	20	73	0	72	1	0	0	16957.4
23	1991	1	21	162	1	157	4	1	1	13307.4
23	1991	2	21	92	0	90	2	0	0	13307.4
23	1991	1	22	117	0	115	2	0	0	9262.64
23	1991	2	22	116	0	115	1	0	0	9262.64
23	1991	1	23	287	2	283	2	2	1	8160.93
23	1991	2	23	256	1	255	0	1	1	8160.93
23	1991	1	25	37	16	14	7	16	16	NA
23	1991	2	25	13	2	11	0	2	2	NA
23	1992	1	7	74	1	67	6	1	1	163171
23	1992	2	7	62	0	60	2	0	0	163171
23	1992	1	8	10	0	8	2	0	0	155210
23	1992	2	8	11	0	7	4	0	0	155210
23	1992	1	9	19	1	9	9	1	1	152069
23	1992	2	9	7	1	3	3	1	1	152069
23	1992	1	10	38	10	14	14	10	10	135948
23	1992	2	10	20	2	17	1	2	0	135948
23	1992	1	11	70	35	19	16	35	33	115541
23	1992	2	11	17	3	12	2	3	2	115541
23	1992	1	12	79	40	16	23	40	40	99095
23	1992	2	12	27	3	21	3	3	3	99095
23	1992	1	13	69	38	22	9	38	37	82328.1
23	1992	2	13	28	2	23	3	2	2	82328.1
23	1992	1	14	57	24	23	10	24	24	69276.2
23	1992	2	14	32	3	28	1	3	3	69276.2
23	1992	1	15	71	33	26	12	33	31	56122.4
23	1992	2	15	50	3	43	4	3	2	56122.4
23	1992	1	16	42	10	29	3	10	10	42476.7
23	1992	2	16	19	1	17	1	1	1	42476.7
23	1992	1	17	65	10	49	6	10	10	32292.8
23	1992	2	17	44	1	43	0	1	1	32292.8
23	1992	1	18	69	5	60	4	5	5	25418.5
23	1992	2	18	54	0	54	0	0	0	25418.5
23	1992	1	19	98	6	81	11	6	6	21454.7
23	1992	2	19	83	1	80	2	1	1	21454.7
23	1992	1	20	110	6	101	3	6	5	17449.7
23	1992	2	20	84	0	84	0	0	0	17449.7
23	1992	1	21	154	6	144	4	6	6	13478
23	1992	2	21	101	0	101	0	0	0	13478
23	1992	1	22	132	0	131	1	0	0	9550.98
23	1992	2	22	91	0	91	0	0	0	9550.98
23	1992	1	23	283	1	282	0	1	1	8676.5
23	1992	2	23	293	0	293	0	0	0	8676.5
23	1992	1	25	75	15	53	7	15	15	NA
23	1992	2	25	38	1	37	0	1	1	NA
23	1993	1	7	48	1	42	5	1	1	165015
23	1993	2	7	39	2	33	4	2	2	165015
23	1993	1	8	5	0	2	3	0	0	154788
23	1993	2	8	9	0	8	1	0	0	154788
23	1993	1	9	13	1	8	4	1	0	151842
23	1993	2	9	12	0	11	1	0	0	151842
23	1993	1	10	29	10	9	10	10	7	136735
23	1993	2	10	22	2	16	4	2	1	136735
23	1993	1	11	76	43	16	17	43	41	114890
23	1993	2	11	23	3	18	2	3	2	114890
23	1993	1	12	64	31	15	18	31	29	101229
23	1993	2	12	22	1	16	5	1	1	101229
23	1993	1	13	59	30	18	11	30	28	84641.2
23	1993	2	13	23	1	21	1	1	1	84641.2
23	1993	1	14	67	30	21	16	30	30	70841.8
23	1993	2	14	32	2	28	2	2	2	70841.8
23	1993	1	15	60	24	26	10	24	23	58399
23	1993	2	15	37	1	35	1	1	1	58399
23	1993	1	16	38	8	23	7	8	7	44790.1
23	1993	2	16	20	0	20	0	0	0	44790.1
23	1993	1	17	57	8	44	5	8	6	33587.6
23	1993	2	17	47	1	46	0	1	1	33587.6
23	1993	1	18	60	5	47	8	5	5	26231
23	1993	2	18	45	0	44	1	0	0	26231
23	1993	1	19	92	2	85	5	2	1	21612.3
23	1993	2	19	64	1	63	0	1	0	21612.3
23	1993	1	20	109	1	104	4	1	1	17956.3
23	1993	2	20	71	0	70	1	0	0	17956.3
23	1993	1	21	144	3	136	5	3	3	13650.8
23	1993	2	21	76	0	76	0	0	0	13650.8
23	1993	1	22	117	2	111	4	2	2	9848.3
23	1993	2	22	103	0	97	6	0	0	9848.3
23	1993	1	23	249	1	245	3	1	1	9224.64
23	1993	2	23	248	0	244	4	0	0	9224.64
23	1993	1	25	69	22	37	10	22	21	NA
23	1993	2	25	50	3	47	0	3	3	NA
23	1994	1	7	37	0	34	3	0	0	166880
23	1994	2	7	38	0	32	6	0	0	166880
23	1994	1	8	10	0	4	6	0	0	154366
23	1994	2	8	8	0	5	3	0	0	154366
23	1994	1	9	6	1	3	2	1	1	151616
23	1994	2	9	14	2	11	1	2	2	151616
23	1994	1	10	37	9	15	13	9	8	137527
23	1994	2	10	16	3	12	1	3	3	137527
23	1994	1	11	71	36	19	16	36	31	114241
23	1994	2	11	26	2	17	7	2	2	114241
23	1994	1	12	49	26	14	9	26	24	103409
23	1994	2	12	19	2	14	3	2	2	103409
23	1994	1	13	54	23	15	16	23	23	87019.2
23	1994	2	13	14	2	12	0	2	1	87019.2
23	1994	1	14	48	19	18	11	19	19	72442.8
23	1994	2	14	24	1	21	2	1	1	72442.8
23	1994	1	15	47	13	25	9	13	12	60768
23	1994	2	15	40	2	38	0	2	2	60768
23	1994	1	16	25	2	22	1	2	1	47229.6
23	1994	2	16	26	2	24	0	2	2	47229.6
23	1994	1	17	48	6	35	7	6	6	34934.3
23	1994	2	17	42	0	41	1	0	0	34934.3
23	1994	1	18	72	11	57	4	11	8	27069.6
23	1994	2	18	61	0	60	1	0	0	27069.6
23	1994	1	19	92	1	86	5	1	1	21771.1
23	1994	2	19	66	0	65	1	0	0	21771.1
23	1994	1	20	82	3	76	3	3	3	18477.6
23	1994	2	20	88	0	86	2	0	0	18477.6
23	1994	1	21	150	3	141	6	3	2	13825.8
23	1994	2	21	88	1	86	1	1	0	13825.8
23	1994	1	22	110	1	106	3	1	0	10154.9
23	1994	2	22	92	0	91	1	0	0	10154.9
23	1994	1	23	266	1	259	6	1	1	9807.41
23	1994	2	23	262	0	256	6	0	0	9807.41
23	1994	1	25	97	24	62	11	24	23	NA
23	1994	2	25	82	3	72	7	3	3	NA
23	1995	1	7	47	0	45	2	0	0	168766
23	1995	2	7	37	0	36	1	0	0	168766
23	1995	1	8	8	0	4	4	0	0	153946
23	1995	2	8	9	0	7	2	0	0	153946
23	1995	1	9	14	1	8	5	1	1	151390
23	1995	2	9	10	2	5	3	2	2	151390
23	1995	1	10	28	9	9	10	9	9	138323
23	1995	2	10	14	1	9	4	1	1	138323
23	1995	1	11	55	35	10	10	35	32	113597
23	1995	2	11	13	1	10	2	1	0	113597
23	1995	1	12	56	27	12	17	27	26	105636
23	1995	2	12	18	2	12	4	2	2	105636
23	1995	1	13	50	20	18	12	20	20	89464
23	1995	2	13	17	1	15	1	1	1	89464
23	1995	1	14	50	20	18	12	20	20	74080
23	1995	2	14	35	2	31	2	2	2	74080
23	1995	1	15	45	13	25	7	13	12	63233
23	1995	2	15	31	2	27	2	2	1	63233
23	1995	1	16	45	14	26	5	14	14	49802
23	1995	2	16	32	1	29	2	1	1	49802
23	1995	1	17	47	7	35	5	7	6	36335
23	1995	2	17	45	1	44	0	1	1	36335
23	1995	1	18	61	8	48	5	8	8	27935
23	1995	2	18	37	1	36	0	1	1	27935
23	1995	1	19	70	4	62	4	4	4	21931
23	1995	2	19	69	0	68	1	0	0	21931
23	1995	1	20	100	1	96	3	1	1	19014
23	1995	2	20	101	0	101	0	0	0	19014
23	1995	1	21	118	1	112	5	1	0	14003
23	1995	2	21	92	0	91	1	0	0	14003
23	1995	1	22	140	1	134	5	1	1	10471
23	1995	2	22	126	1	122	3	1	1	10471
23	1995	1	23	254	0	250	4	0	0	10427
23	1995	2	23	258	0	256	2	0	0	10427
23	1995	1	25	91	18	58	15	18	17	NA
23	1995	2	25	57	3	51	3	3	3	NA
23	1996	1	7	30	0	27	3	0	0	165774
23	1996	2	7	41	1	40	0	1	1	165774
23	1996	1	8	12	1	8	3	1	1	155965
23	1996	2	8	3	0	3	0	0	0	155965
23	1996	1	9	13	0	12	1	0	0	151123
23	1996	2	9	10	2	8	0	2	1	151123
23	1996	1	10	41	12	17	11	13	10	138578
23	1996	2	10	19	2	16	1	2	2	138578
23	1996	1	11	53	28	7	17	29	25	115067
23	1996	2	11	18	3	11	4	3	3	115067
23	1996	1	12	73	36	20	15	38	35	105412
23	1996	2	12	36	10	23	3	10	9	105412
23	1996	1	13	69	32	21	15	33	30	91693.5
23	1996	2	13	24	1	22	1	1	1	91693.5
23	1996	1	14	65	24	22	19	24	24	76384.8
23	1996	2	14	25	3	20	1	4	3	76384.8
23	1996	1	15	53	19	21	12	20	19	64817.4
23	1996	2	15	35	0	34	1	0	0	64817.4
23	1996	1	16	58	23	27	8	23	22	51922.4
23	1996	2	16	47	1	42	4	1	1	51922.4
23	1996	1	17	60	10	41	9	10	10	38401.7
23	1996	2	17	37	1	34	2	1	1	38401.7
23	1996	1	18	73	6	63	4	6	6	29122.1
23	1996	2	18	50	0	50	0	0	0	29122.1
23	1996	1	19	82	5	72	5	5	4	22676.2
23	1996	2	19	71	1	69	0	2	0	22676.2
23	1996	1	20	113	1	108	2	3	0	19170.2
23	1996	2	20	95	0	91	4	0	0	19170.2
23	1996	1	21	133	1	127	5	1	1	14435.1
23	1996	2	21	85	0	84	0	1	0	14435.1
23	1996	1	22	122	0	120	2	0	0	10611.4
23	1996	2	22	106	0	106	0	0	0	10611.4
23	1996	1	23	272	1	267	4	1	0	10884.5
23	1996	2	23	272	0	271	1	0	0	10884.5
23	1996	1	25	54	9	40	4	10	8	NA
23	1996	2	25	36	0	35	1	0	0	NA
23	1997	1	7	89	1	85	3	1	1	162835
23	1997	2	7	60	0	60	0	0	0	162835
23	1997	1	8	9	0	6	3	0	0	158011
23	1997	2	8	7	0	6	0	1	0	158011
23	1997	1	9	22	2	10	10	2	1	150857
23	1997	2	9	11	0	6	5	0	0	150857
23	1997	1	10	32	8	12	12	8	6	138834
23	1997	2	10	15	1	12	2	1	0	138834
23	1997	1	11	67	23	20	23	24	19	116556
23	1997	2	11	17	2	12	3	2	1	116556
23	1997	1	12	56	21	11	24	21	19	105189
23	1997	2	12	27	3	17	7	3	3	105189
23	1997	1	13	53	22	18	13	22	22	93978.5
23	1997	2	13	20	2	18	0	2	2	93978.5
23	1997	1	14	67	26	23	18	26	24	78761.4
23	1997	2	14	28	3	22	3	3	3	78761.4
23	1997	1	15	46	10	27	8	11	10	66441.5
23	1997	2	15	27	0	24	3	0	0	66441.5
23	1997	1	16	65	10	42	11	12	10	54133.1
23	1997	2	16	49	2	44	3	2	2	54133.1
23	1997	1	17	57	9	43	5	9	9	40586
23	1997	2	17	42	1	40	1	1	1	40586
23	1997	1	18	79	7	63	9	7	7	30359.7
23	1997	2	18	48	0	47	1	0	0	30359.7
23	1997	1	19	105	3	99	3	3	2	23446.7
23	1997	2	19	57	1	56	0	1	1	23446.7
23	1997	1	20	99	0	95	3	1	0	19327.7
23	1997	2	20	88	0	87	1	0	0	19327.7
23	1997	1	21	134	0	129	5	0	0	14880.5
23	1997	2	21	105	0	103	2	0	0	14880.5
23	1997	1	22	156	1	151	4	1	1	10753.7
23	1997	2	22	135	0	134	1	0	0	10753.7
23	1997	1	23	285	0	275	9	1	0	11362
23	1997	2	23	284	0	280	4	0	0	11362
23	1997	1	25	57	5	43	7	7	5	NA
23	1997	2	25	34	0	33	1	0	0	NA
23	1998	1	7	356	0	341	11	4	0	159949
23	1998	2	7	271	2	260	7	4	2	159949
23	1998	1	8	18	1	10	5	3	1	160083
23	1998	2	8	17	0	12	5	0	0	160083
23	1998	1	9	31	1	14	11	6	1	150591
23	1998	2	9	17	3	9	3	5	1	150591
23	1998	1	10	63	18	22	18	23	15	139090
23	1998	2	10	21	2	13	5	3	1	139090
23	1998	1	11	108	46	23	30	55	41	118064
23	1998	2	11	27	5	20	1	6	4	118064
23	1998	1	12	106	33	25	44	37	31	104967
23	1998	2	12	31	2	24	5	2	2	104967
23	1998	1	13	66	26	13	20	33	25	96320.5
23	1998	2	13	36	3	30	2	4	3	96320.5
23	1998	1	14	84	21	37	22	25	19	81211.9
23	1998	2	14	36	6	28	2	6	4	81211.9
23	1998	1	15	69	18	33	14	22	17	68106.3
23	1998	2	15	41	3	35	3	3	3	68106.3
23	1998	1	16	71	16	39	15	17	15	56437.9
23	1998	2	16	44	1	42	1	1	1	56437.9
23	1998	1	17	71	7	58	5	8	7	42894.5
23	1998	2	17	57	1	55	1	1	1	42894.5
23	1998	1	18	79	2	68	8	3	2	31649.9
23	1998	2	18	55	0	51	2	2	0	31649.9
23	1998	1	19	112	3	100	8	4	1	24243.4
23	1998	2	19	91	0	89	2	0	0	24243.4
23	1998	1	20	147	5	138	3	6	4	19486.5
23	1998	2	20	116	0	114	2	0	0	19486.5
23	1998	1	21	183	6	166	11	6	2	15339.7
23	1998	2	21	111	0	109	2	0	0	15339.7
23	1998	1	22	167	0	163	3	1	0	10897.8
23	1998	2	22	147	0	147	0	0	0	10897.8
23	1998	1	23	345	0	340	4	1	0	11860.5
23	1998	2	23	321	0	316	3	2	0	11860.5
23	1998	1	25	42	5	28	3	11	5	NA
23	1998	2	25	16	0	16	0	0	0	NA
23	1999	1	7	344	0	333	8	3	0	157113
23	1999	2	7	267	2	252	9	6	2	157113
23	1999	1	8	23	1	16	5	2	1	162183
23	1999	2	8	18	0	14	4	0	0	162183
23	1999	1	9	21	0	14	7	0	0	150326
23	1999	2	9	23	1	19	3	1	1	150326
23	1999	1	10	99	32	26	27	46	27	139347
23	1999	2	10	37	3	27	5	5	1	139347
23	1999	1	11	126	48	18	29	79	42	119592
23	1999	2	11	31	6	19	6	6	4	119592
23	1999	1	12	109	46	29	22	58	43	104745
23	1999	2	12	25	1	21	3	1	1	104745
23	1999	1	13	89	34	30	20	39	34	98720.8
23	1999	2	13	34	3	28	2	4	3	98720.8
23	1999	1	14	93	27	37	24	32	25	83738.6
23	1999	2	14	46	6	39	1	6	6	83738.6
23	1999	1	15	67	19	35	12	20	17	69812.8
23	1999	2	15	44	2	40	2	2	2	69812.8
23	1999	1	16	77	14	47	15	15	14	58840.8
23	1999	2	16	46	2	42	2	2	0	58840.8
23	1999	1	17	88	12	65	8	15	10	45334.4
23	1999	2	17	64	1	62	1	1	1	45334.4
23	1999	1	18	68	5	55	7	6	5	32994.9
23	1999	2	18	75	2	71	2	2	1	32994.9
23	1999	1	19	139	7	119	10	10	5	25067.2
23	1999	2	19	101	1	98	1	2	0	25067.2
23	1999	1	20	148	4	137	6	5	2	19646.6
23	1999	2	20	106	1	102	1	3	1	19646.6
23	1999	1	21	187	3	175	8	4	2	15813
23	1999	2	21	137	0	135	2	0	0	15813
23	1999	1	22	188	2	178	6	4	2	11043.9
23	1999	2	22	140	0	139	0	1	0	11043.9
23	1999	1	23	359	2	351	6	2	0	12380.8
23	1999	2	23	348	0	347	1	0	0	12380.8
23	1999	1	25	12	4	7	1	4	4	NA
23	1999	2	25	8	0	8	0	0	0	NA
23	2000	1	7	430	3	412	14	4	3	154328
23	2000	2	7	319	0	311	6	2	0	154328
23	2000	1	8	25	0	19	6	0	0	164310
23	2000	2	8	27	0	25	2	0	0	164310
23	2000	1	9	33	1	15	15	3	1	150061
23	2000	2	9	11	1	9	1	1	1	150061
23	2000	1	10	69	33	20	15	34	33	139604
23	2000	2	10	42	8	25	9	8	3	139604
23	2000	1	11	126	65	24	32	70	62	121139
