dep_ocu	year	sex	age	death	violent	disease	accident	violent_	homicide	populati
5	1990	1	7	1440	10	1335	94	11	10	555689
5	1990	2	7	1110	8	1041	61	8	8	555689
5	1990	1	8	155	11	61	82	12	10	520770
5	1990	2	8	105	4	65	36	4	4	520770
5	1990	1	9	221	81	62	77	82	78	492630
5	1990	2	9	106	19	58	29	19	16	492630
5	1990	1	10	1696	1479	85	131	1480	1463	469523
5	1990	2	10	256	138	84	34	138	120	469523
5	1990	1	11	2697	2345	143	208	2346	2296	497836
5	1990	2	11	342	184	113	45	184	168	497836
5	1990	1	12	2329	1976	148	204	1977	1943	450534
5	1990	2	12	269	123	119	25	125	117	450534
5	1990	1	13	1655	1317	163	173	1319	1289	374363
5	1990	2	13	248	96	132	20	96	93	374363
5	1990	1	14	1225	882	214	129	882	876	296801
5	1990	2	14	256	75	161	20	75	67	296801
5	1990	1	15	885	534	234	116	535	521	227110
5	1990	2	15	252	46	195	11	46	44	227110
5	1990	1	16	716	342	290	84	342	332	165581
5	1990	2	16	303	27	258	18	27	27	165581
5	1990	1	17	738	215	438	85	215	212	133676
5	1990	2	17	466	17	434	15	17	13	133676
5	1990	1	18	780	130	580	70	130	126	115170
5	1990	2	18	584	15	562	7	15	13	115170
5	1990	1	19	961	95	815	51	95	91	93289
5	1990	2	19	814	10	784	19	11	10	93289
5	1990	1	20	1018	40	927	51	40	37	77673
5	1990	2	20	868	6	834	28	6	6	77673
5	1990	1	21	1060	26	990	41	29	25	52889
5	1990	2	21	1017	1	1002	14	1	0	52889
5	1990	1	22	1039	18	987	34	18	16	36914
5	1990	2	22	972	2	951	19	2	2	36914
5	1990	1	23	1688	6	1631	51	6	5	34619
5	1990	2	23	2301	4	2270	27	4	3	34619
5	1990	1	25	423	245	138	40	245	242	NA
5	1990	2	25	183	19	156	8	19	19	NA
5	1991	1	7	1306	8	1204	94	8	8	561012
5	1991	2	7	1114	12	1047	55	12	12	561012
5	1991	1	8	171	17	82	72	17	17	525904
5	1991	2	8	137	2	95	40	2	2	525904
5	1991	1	9	265	127	62	76	127	120	497163
5	1991	2	9	127	37	66	24	37	34	497163
5	1991	1	10	2158	1936	100	121	1937	1911	472047
5	1991	2	10	283	185	72	25	186	157	472047
5	1991	1	11	3156	2799	138	219	2799	2755	488358
5	1991	2	11	335	191	119	24	192	172	488358
5	1991	1	12	2614	2230	174	209	2231	2191	455823
5	1991	2	12	305	147	124	33	148	140	455823
5	1991	1	13	1798	1454	186	155	1457	1429	385629
5	1991	2	13	261	96	139	24	98	91	385629
5	1991	1	14	1369	1043	195	131	1043	1030	308894
5	1991	2	14	333	94	216	22	95	88	308894
5	1991	1	15	973	632	229	111	633	622	238031
5	1991	2	15	311	57	233	21	57	57	238031
5	1991	1	16	763	384	304	75	384	376	175295
5	1991	2	16	333	36	285	12	36	35	175295
5	1991	1	17	784	281	432	71	281	277	138520
5	1991	2	17	432	24	384	24	24	23	138520
5	1991	1	18	770	141	584	45	141	138	117418
5	1991	2	18	649	16	605	28	16	16	117418
5	1991	1	19	1078	130	893	55	130	124	95831.9
5	1991	2	19	804	10	773	21	10	9	95831.9
5	1991	1	20	962	52	869	41	52	49	78763.4
5	1991	2	20	831	8	803	20	8	8	78763.4
5	1991	1	21	1049	35	982	32	35	32	55206.6
5	1991	2	21	1070	8	1040	21	9	8	55206.6
5	1991	1	22	1014	11	974	29	11	10	37728.8
5	1991	2	22	984	5	970	9	5	5	37728.8
5	1991	1	23	1779	8	1740	31	8	8	36144.2
5	1991	2	23	2353	1	2326	26	1	1	36144.2
5	1991	1	25	407	248	133	26	248	247	NA
5	1991	2	25	143	22	111	10	22	22	NA
5	1992	1	7	1311	12	1222	77	12	12	566385
5	1992	2	7	1004	2	953	49	2	2	566385
5	1992	1	8	171	18	76	77	18	18	531089
5	1992	2	8	113	14	78	21	14	14	531089
5	1992	1	9	311	143	72	96	143	138	501738
5	1992	2	9	129	39	67	23	39	31	501738
5	1992	1	10	1976	1751	101	124	1751	1729	474584
5	1992	2	10	259	146	75	38	146	134	474584
5	1992	1	11	2873	2521	140	211	2522	2476	479061
5	1992	2	11	298	166	106	26	166	156	479061
5	1992	1	12	2419	2043	178	198	2043	2011	461174
5	1992	2	12	326	160	133	33	160	144	461174
5	1992	1	13	1777	1411	198	168	1411	1383	397234
5	1992	2	13	276	116	142	18	116	112	397234
5	1992	1	14	1474	1094	233	147	1094	1078	321481
5	1992	2	14	328	94	213	21	94	88	321481
5	1992	1	15	1162	733	301	128	733	722	249478
5	1992	2	15	366	57	281	28	57	52	249478
5	1992	1	16	529	240	238	51	240	235	185580
5	1992	2	16	253	22	222	9	22	21	185580
5	1992	1	17	799	252	471	76	252	247	143539
5	1992	2	17	456	26	422	8	26	23	143539
5	1992	1	18	780	147	574	59	147	143	119709
5	1992	2	18	618	12	592	14	12	12	119709
5	1992	1	19	1052	107	878	67	107	103	98444.2
5	1992	2	19	887	10	852	25	10	9	98444.2
5	1992	1	20	1066	61	963	42	61	53	79869
5	1992	2	20	878	10	855	13	10	9	79869
5	1992	1	21	1160	30	1092	38	30	29	57625.7
5	1992	2	21	1081	10	1051	20	10	10	57625.7
5	1992	1	22	1082	22	1021	39	22	21	38561.6
5	1992	2	22	1041	1	1031	9	1	1	38561.6
5	1992	1	23	1869	17	1817	35	17	17	37736.5
5	1992	2	23	2407	3	2381	23	3	3	37736.5
5	1992	1	25	481	260	206	15	260	256	NA
5	1992	2	25	251	15	227	9	15	14	NA
5	1993	1	7	1154	9	1060	85	9	9	571810
5	1993	2	7	964	13	867	84	13	13	571810
5	1993	1	8	159	10	64	85	10	10	536325
5	1993	2	8	116	4	69	43	4	4	536325
5	1993	1	9	275	126	59	89	127	122	506355
5	1993	2	9	120	33	57	30	33	29	506355
5	1993	1	10	2009	1770	97	142	1770	1758	477136
5	1993	2	10	253	156	68	29	156	145	477136
5	1993	1	11	2629	2298	115	215	2299	2269	469940
5	1993	2	11	259	130	99	30	130	123	469940
5	1993	1	12	2085	1756	142	185	1758	1726	466588
5	1993	2	12	270	118	121	31	118	111	466588
5	1993	1	13	1647	1279	199	169	1279	1261	409188
5	1993	2	13	328	116	175	37	116	110	409188
5	1993	1	14	1334	926	250	158	926	912	334580
5	1993	2	14	294	77	185	32	77	74	334580
5	1993	1	15	1109	629	336	144	629	622	261475
5	1993	2	15	367	39	300	28	39	39	261475
5	1993	1	16	541	241	246	54	241	239	196467
5	1993	2	16	267	18	235	14	18	17	196467
5	1993	1	17	719	199	446	74	199	198	148740
5	1993	2	17	435	21	389	25	21	20	148740
5	1993	1	18	789	161	560	68	161	157	122046
5	1993	2	18	606	13	573	20	13	13	122046
5	1993	1	19	1067	95	913	59	95	90	101128
5	1993	2	19	899	12	863	24	12	8	101128
5	1993	1	20	1103	60	994	49	60	60	80990.2
5	1993	2	20	936	5	916	15	5	5	80990.2
5	1993	1	21	1098	31	1014	53	31	28	60150.9
5	1993	2	21	1049	3	1021	25	3	3	60150.9
5	1993	1	22	1037	15	992	30	15	15	39412.8
5	1993	2	22	1114	2	1093	19	2	2	39412.8
5	1993	1	23	1828	11	1759	58	11	11	39399
5	1993	2	23	2285	1	2238	46	1	1	39399
5	1993	1	25	448	237	169	42	237	235	NA
5	1993	2	25	251	21	222	8	21	21	NA
5	1994	1	7	1203	8	1079	116	8	8	577287
5	1994	2	7	905	5	822	78	5	5	577287
5	1994	1	8	151	11	66	74	11	11	541613
5	1994	2	8	109	9	65	35	9	9	541613
5	1994	1	9	273	129	72	72	129	127	511014
5	1994	2	9	106	24	61	21	24	24	511014
5	1994	1	10	1967	1746	81	140	1746	1728	479700
5	1994	2	10	235	136	80	19	136	127	479700
5	1994	1	11	2522	2182	126	214	2182	2147	460993
5	1994	2	11	220	111	84	25	111	98	460993
5	1994	1	12	1872	1492	168	212	1492	1468	472066
5	1994	2	12	251	101	119	31	101	97	472066
5	1994	1	13	1485	1114	190	181	1114	1096	421502
5	1994	2	13	258	87	142	29	87	86	421502
5	1994	1	14	1182	803	210	169	803	791	348213
5	1994	2	14	271	50	189	32	50	48	348213
5	1994	1	15	1104	598	339	167	598	584	274049
5	1994	2	15	381	47	313	21	47	46	274049
5	1994	1	16	535	191	270	74	191	185	207993
5	1994	2	16	272	13	242	17	13	13	207993
5	1994	1	17	704	174	455	75	174	171	154129
5	1994	2	17	487	20	446	21	20	20	154129
5	1994	1	18	741	113	560	68	113	110	124428
5	1994	2	18	587	7	568	12	7	6	124428
5	1994	1	19	1060	91	886	83	91	86	103884
5	1994	2	19	820	4	794	22	4	3	103884
5	1994	1	20	1137	55	1017	65	55	51	82127.1
5	1994	2	20	934	7	906	21	7	7	82127.1
5	1994	1	21	1201	29	1118	54	29	24	62786.7
5	1994	2	21	1086	3	1061	22	3	2	62786.7
5	1994	1	22	1101	17	1041	43	17	16	40282.8
5	1994	2	22	1061	2	1034	25	2	2	40282.8
5	1994	1	23	1957	9	1883	65	9	9	41134.8
5	1994	2	23	2426	5	2353	68	5	5	41134.8
5	1994	1	25	435	206	194	35	206	204	NA
5	1994	2	25	280	20	246	13	21	20	NA
5	1995	1	7	1132	8	1029	95	8	8	582817
5	1995	2	7	924	7	851	66	7	7	582817
5	1995	1	8	144	9	68	67	9	9	546953
5	1995	2	8	97	14	59	24	14	14	546953
5	1995	1	9	230	93	55	82	93	91	515716
5	1995	2	9	116	35	57	24	35	30	515716
5	1995	1	10	1889	1655	73	161	1655	1646	482279
5	1995	2	10	242	128	85	29	128	117	482279
5	1995	1	11	2202	1876	108	217	1877	1855	452217
5	1995	2	11	227	122	83	22	122	110	452217
5	1995	1	12	1814	1468	124	222	1468	1444	477608
5	1995	2	12	279	108	138	33	108	102	477608
5	1995	1	13	1460	1076	200	184	1076	1055	434186
5	1995	2	13	258	91	137	30	91	86	434186
5	1995	1	14	1166	733	283	150	733	723	362401
5	1995	2	14	301	67	206	26	69	63	362401
5	1995	1	15	862	452	304	106	452	441	287228
5	1995	2	15	299	37	233	29	37	32	287228
5	1995	1	16	769	303	365	100	304	290	220196
5	1995	2	16	384	34	334	16	34	32	220196
5	1995	1	17	769	187	492	89	188	184	159714
5	1995	2	17	486	12	452	22	12	10	159714
5	1995	1	18	770	113	592	65	113	109	126856
5	1995	2	18	578	12	544	22	12	11	126856
5	1995	1	19	1014	78	865	71	78	77	106716
5	1995	2	19	904	5	868	31	5	3	106716
5	1995	1	20	1243	44	1128	71	44	41	83280
5	1995	2	20	1103	6	1074	23	6	4	83280
5	1995	1	21	1175	25	1108	41	26	24	65538
5	1995	2	21	1140	2	1119	19	2	1	65538
5	1995	1	22	1181	12	1131	38	12	12	41172
5	1995	2	22	1210	0	1193	17	0	0	41172
5	1995	1	23	2134	15	2059	59	16	13	42947
5	1995	2	23	2551	1	2498	52	1	1	42947
5	1995	1	25	374	138	205	31	138	136	NA
5	1995	2	25	238	16	210	12	16	14	NA
5	1996	1	7	1153	9	1056	88	9	9	582339
5	1996	2	7	840	8	787	43	10	8	582339
5	1996	1	8	113	8	57	48	8	6	552347
5	1996	2	8	107	3	72	32	3	3	552347
5	1996	1	9	265	116	65	80	120	113	520836
5	1996	2	9	98	27	49	22	27	26	520836
5	1996	1	10	1859	1570	108	138	1613	1553	487000
5	1996	2	10	273	144	99	29	145	130	487000
5	1996	1	11	2157	1815	112	186	1859	1786	455222
5	1996	2	11	240	117	90	30	120	109	455222
5	1996	1	12	1891	1471	141	238	1512	1444	469085
5	1996	2	12	242	83	131	26	85	77	469085
5	1996	1	13	1441	1041	206	169	1066	1027	439786
5	1996	2	13	281	77	171	31	79	74	439786
5	1996	1	14	1279	862	271	125	883	849	373689
5	1996	2	14	309	71	208	26	75	67	373689
5	1996	1	15	932	518	292	106	534	506	299240
5	1996	2	15	348	54	267	24	57	53	299240
5	1996	1	16	859	367	384	92	383	353	230976
5	1996	2	16	388	38	326	23	39	36	230976
5	1996	1	17	742	204	465	67	210	199	169226
5	1996	2	17	486	19	447	18	21	17	169226
5	1996	1	18	849	144	649	55	145	133	131583
5	1996	2	18	598	9	568	19	11	8	131583
5	1996	1	19	992	86	833	68	91	82	108943
5	1996	2	19	860	10	829	20	11	10	108943
5	1996	1	20	1344	49	1234	61	49	44	85703
5	1996	2	20	1149	8	1119	22	8	8	85703
5	1996	1	21	1197	25	1131	41	25	22	66617.3
5	1996	2	21	1107	1	1083	23	1	1	66617.3
5	1996	1	22	1249	7	1204	38	7	6	43091.1
5	1996	2	22	1219	4	1189	26	4	4	43091.1
5	1996	1	23	2130	10	2069	51	10	9	44346.7
5	1996	2	23	2714	1	2666	47	1	1	44346.7
5	1996	1	25	325	177	114	25	186	176	NA
5	1996	2	25	119	22	90	5	24	21	NA
5	1997	1	7	1131	6	1027	96	8	5	581861
5	1997	2	7	875	5	800	69	6	5	581861
5	1997	1	8	147	6	74	62	11	5	557794
5	1997	2	8	91	4	57	30	4	4	557794
5	1997	1	9	228	98	62	68	98	97	526008
5	1997	2	9	103	28	50	24	29	24	526008
5	1997	1	10	1720	1457	100	150	1470	1443	491768
5	1997	2	10	254	125	99	27	128	117	491768
5	1997	1	11	2030	1645	108	247	1675	1616	458247
5	1997	2	11	224	108	81	34	109	102	458247
5	1997	1	12	1658	1276	134	225	1299	1252	460715
5	1997	2	12	218	87	110	20	88	76	460715
5	1997	1	13	1343	980	178	171	994	963	445457
5	1997	2	13	268	76	160	31	77	68	445457
5	1997	1	14	1136	701	257	163	716	686	385329
5	1997	2	14	339	79	229	28	82	74	385329
5	1997	1	15	928	488	308	123	497	481	311755
5	1997	2	15	348	55	273	19	56	53	311755
5	1997	1	16	819	340	385	89	345	336	242284
5	1997	2	16	385	32	333	20	32	31	242284
5	1997	1	17	762	228	439	86	237	222	179305
5	1997	2	17	469	16	432	20	17	15	179305
5	1997	1	18	775	133	575	62	138	128	136487
5	1997	2	18	617	10	583	24	10	10	136487
5	1997	1	19	1013	76	865	71	77	74	111217
5	1997	2	19	820	7	793	19	8	7	111217
5	1997	1	20	1281	47	1158	72	51	45	88196.6
5	1997	2	20	1151	4	1123	22	6	4	88196.6
5	1997	1	21	1261	25	1168	65	28	21	67714.3
5	1997	2	21	1118	2	1095	20	3	2	67714.3
5	1997	1	22	1169	24	1116	28	25	23	45099.8
5	1997	2	22	1161	2	1139	19	3	2	45099.8
5	1997	1	23	2113	11	2036	63	14	9	45792.1
5	1997	2	23	2511	2	2471	38	2	2	45792.1
5	1997	1	25	406	202	153	37	216	200	NA
5	1997	2	25	165	13	138	14	13	13	NA
5	1998	1	7	1279	2	1166	88	25	2	581384
5	1998	2	7	926	2	856	60	10	2	581384
5	1998	1	8	132	9	71	49	12	8	563295
5	1998	2	8	105	3	66	35	4	3	563295
5	1998	1	9	185	61	52	66	67	57	531231
5	1998	2	9	98	21	50	23	25	14	531231
5	1998	1	10	1505	1211	79	162	1264	1188	496582
5	1998	2	10	245	113	84	37	124	92	496582
5	1998	3	10	1	1	0	0	1	1	496582
5	1998	1	11	1769	1359	101	207	1461	1303	461291
5	1998	2	11	193	76	84	29	80	62	461291
5	1998	3	11	2	1	0	1	1	1	461291
5	1998	1	12	1360	1011	106	182	1072	980	452494
5	1998	2	12	213	69	99	36	78	59	452494
5	1998	1	13	1157	739	188	183	786	712	451202
5	1998	2	13	250	73	146	21	83	67	451202
5	1998	1	14	980	578	216	148	616	564	397332
5	1998	2	14	308	62	221	23	64	55	397332
5	1998	3	14	1	1	0	0	1	1	397332
5	1998	1	15	804	385	299	98	407	371	324793
5	1998	2	15	324	41	256	24	44	35	324793
5	1998	1	16	719	247	368	81	270	235	254146
5	1998	2	16	371	29	316	23	32	26	254146
5	1998	1	17	708	170	449	76	183	161	189985
5	1998	2	17	472	13	441	18	13	12	189985
5	1998	1	18	804	117	619	58	127	112	141573
5	1998	2	18	568	9	545	11	12	8	141573
5	1998	1	19	992	85	837	53	102	81	113538
5	1998	2	19	829	9	810	8	11	9	113538
5	1998	3	19	1	0	0	1	0	0	113538
5	1998	1	20	1172	46	1061	50	61	39	90762.7
5	1998	2	20	1119	6	1090	19	10	4	90762.7
5	1998	3	20	1	0	0	1	0	0	90762.7
5	1998	1	21	1191	30	1110	47	34	27	68829.4
5	1998	2	21	1187	0	1166	18	3	0	68829.4
5	1998	1	22	1167	14	1120	29	18	12	47202
5	1998	2	22	1191	3	1171	14	6	3	47202
5	1998	1	23	2110	9	2041	49	20	7	47284.6
5	1998	2	23	2657	2	2630	17	10	2	47284.6
5	1998	1	25	518	246	189	46	283	236	NA
5	1998	2	25	209	17	177	11	21	16	NA
5	1998	3	25	5	2	0	3	2	2	NA
5	1999	1	7	1278	8	1195	69	14	8	580907
5	1999	2	7	961	4	891	55	15	4	580907
5	1999	1	8	147	11	59	70	18	10	568850
5	1999	2	8	97	3	61	28	8	3	568850
5	1999	1	9	194	67	61	59	74	63	536505
5	1999	2	9	112	23	58	22	32	18	536505
5	1999	1	10	1628	1306	102	155	1371	1266	501443
5	1999	2	10	237	99	96	36	105	79	501443
5	1999	1	11	1851	1452	100	202	1549	1421	464357
5	1999	2	11	198	88	76	29	93	75	464357
5	1999	1	12	1387	1012	118	171	1098	987	444419
5	1999	2	12	221	93	105	21	95	81	444419
5	1999	3	12	2	2	0	0	2	1	444419
5	1999	1	13	1153	793	164	140	849	753	457021
5	1999	2	13	232	64	142	22	68	57	457021
5	1999	1	14	1019	606	239	135	645	582	409708
5	1999	2	14	287	60	199	24	64	54	409708
5	1999	1	15	903	457	322	98	483	440	338377
5	1999	2	15	332	33	269	24	39	29	338377
5	1999	1	16	730	270	352	76	302	253	266588
5	1999	2	16	429	28	383	16	30	25	266588
5	1999	3	16	1	1	0	0	1	1	266588
5	1999	1	17	815	184	538	84	193	172	201300
5	1999	2	17	448	21	416	11	21	18	201300
5	1999	1	18	780	93	604	75	101	87	146849
5	1999	2	18	637	13	605	16	16	11	146849
5	1999	1	19	983	72	844	53	86	65	115908
5	1999	2	19	791	7	767	16	8	7	115908
5	1999	1	20	1262	51	1159	41	62	45	93403.4
5	1999	2	20	1140	5	1124	10	6	5	93403.4
5	1999	1	21	1385	32	1306	40	39	30	69962.9
5	1999	2	21	1233	2	1210	18	5	2	69962.9
5	1999	1	22	1274	21	1217	31	26	18	49402.2
5	1999	2	22	1301	1	1279	18	4	1	49402.2
5	1999	1	23	2289	13	2232	32	25	10	48825.7
5	1999	2	23	2787	1	2757	24	6	1	48825.7
5	1999	1	25	347	146	130	20	197	146	NA
5	1999	2	25	94	9	79	4	11	7	NA
5	1999	3	25	2	1	1	0	1	1	NA
5	2000	1	7	1311	8	1225	63	23	8	580431
5	2000	2	7	1079	10	1016	47	16	10	580431
5	2000	1	8	126	13	60	45	21	13	574460
5	2000	2	8	91	9	57	25	9	9	574460
5	2000	1	9	218	71	64	76	78	66	541832
5	2000	2	9	111	22	63	24	24	17	541832
5	2000	1	10	1582	1293	97	127	1358	1255	506352
5	2000	2	10	240	111	87	27	126	96	506352
5	2000	1	11	2085	1676	96	169	1820	1618	467442
5	2000	2	11	237	109	95	26	116	97	467442
5	2000	3	11	1	1	0	0	1	0	467442
5	2000	1	12	1622	1237	117	150	1355	1203	436489
5	2000	2	12	204	87	86	24	94	79	436489
5	2000	3	12	2	2	0	0	2	1	436489
5	2000	1	13	1227	843	187	111	929	817	462915
5	2000	2	13	233	64	147	19	67	58	462915
5	2000	3	13	1	1	0	0	1	1	462915
5	2000	1	14	1094	679	251	114	729	658	422470
5	2000	2	14	258	69	168	20	70	63	422470
5	2000	1	15	934	487	302	104	528	473	352528
5	2000	2	15	339	38	276	17	46	32	352528
5	2000	1	16	804	333	366	80	358	321	279640
5	2000	2	16	393	38	334	16	43	33	279640
5	2000	1	17	772	217	455	80	237	212	213289
5	2000	2	17	450	25	398	24	28	24	213289
5	2000	1	18	855	156	637	48	170	149	152321
5	2000	2	18	579	20	545	12	22	19	152321
5	2000	3	18	1	1	0	0	1	1	152321
5	2000	1	19	938	83	788	53	97	79	118327
5	2000	2	19	829	11	801	14	14	11	118327
5	2000	1	20	1158	51	1051	47	60	47	96121
5	2000	2	20	1018	2	1004	11	3	2	96121
5	2000	1	21	1309	47	1216	35	58	42	71115
5	2000	2	21	1301	3	1280	15	6	2	71115
5	2000	1	22	1279	24	1212	38	29	19	51705
5	2000	2	22	1260	5	1236	17	7	3	51705
5	2000	1	23	2336	33	2256	39	41	25	50417
5	2000	2	23	2759	1	2730	19	10	1	50417
5	2000	3	23	1	0	0	1	0	0	50417
5	2000	1	25	313	180	69	13	231	177	NA
5	2000	2	25	71	15	49	1	21	15	NA
8	1990	1	7	436	1	413	22	1	1	208152
8	1990	2	7	350	1	344	5	1	1	208152
8	1990	1	8	36	0	26	10	0	0	192256
8	1990	2	8	34	0	27	7	0	0	192256
8	1990	1	9	29	1	20	8	1	1	179482
8	1990	2	9	24	1	13	10	1	1	179482
8	1990	1	10	74	29	33	12	29	29	181597
8	1990	2	10	44	3	35	6	3	3	181597
8	1990	1	11	120	50	34	36	50	49	199146
8	1990	2	11	44	3	35	6	3	3	199146
8	1990	1	12	147	66	57	24	66	66	166210
8	1990	2	12	47	4	36	7	4	3	166210
8	1990	1	13	116	54	40	22	54	54	134021
8	1990	2	13	73	2	64	7	2	2	134021
8	1990	1	14	103	30	60	13	30	29	104605
8	1990	2	14	63	2	55	6	2	1	104605
8	1990	1	15	114	16	84	14	16	16	78037
8	1990	2	15	89	2	84	3	2	2	78037
8	1990	1	16	108	10	87	11	10	10	57295
8	1990	2	16	91	1	89	1	1	1	57295
8	1990	1	17	141	10	119	12	10	10	44633
8	1990	2	17	106	3	100	3	3	3	44633
8	1990	1	18	175	7	164	4	7	7	39189
8	1990	2	18	137	0	136	1	0	0	39189
8	1990	1	19	235	4	222	9	4	4	31170
8	1990	2	19	186	0	182	4	0	0	31170
8	1990	1	20	277	2	269	6	2	2	27667
8	1990	2	20	216	0	211	5	0	0	27667
8	1990	1	21	275	1	266	8	1	1	18527
8	1990	2	21	238	0	233	5	0	0	18527
8	1990	1	22	289	1	281	7	1	1	13647
8	1990	2	22	270	0	269	1	0	0	13647
8	1990	1	23	580	0	572	8	0	0	12123
8	1990	2	23	711	0	699	12	0	0	12123
8	1990	1	25	196	32	146	18	32	31	NA
8	1990	2	25	99	1	93	5	1	1	NA
8	1991	1	7	428	0	414	14	0	0	214496
8	1991	2	7	304	1	293	10	1	1	214496
8	1991	1	8	58	0	39	19	0	0	195092
8	1991	2	8	32	1	22	9	1	1	195092
8	1991	1	9	42	1	28	13	1	1	182125
8	1991	2	9	31	1	26	4	1	1	182125
8	1991	1	10	87	41	27	19	41	41	181692
8	1991	2	10	42	6	28	8	6	6	181692
8	1991	1	11	166	82	54	30	82	81	195989
8	1991	2	11	57	7	44	6	7	7	195989
8	1991	1	12	132	57	47	28	57	57	172170
8	1991	2	12	58	6	50	2	6	6	172170
8	1991	1	13	167	76	63	28	76	76	139735
8	1991	2	13	53	1	49	3	1	1	139735
8	1991	1	14	144	49	67	28	49	48	109764
8	1991	2	14	72	3	67	2	3	3	109764
8	1991	1	15	116	22	82	11	23	22	82565.9
8	1991	2	15	88	3	81	4	3	3	82565.9
8	1991	1	16	115	19	77	19	19	18	60776.1
8	1991	2	16	92	1	88	3	1	1	60776.1
8	1991	1	17	149	14	124	11	14	14	46725.4
8	1991	2	17	138	0	134	4	0	0	46725.4
8	1991	1	18	208	7	190	11	7	7	39925.8
8	1991	2	18	118	0	113	5	0	0	39925.8
8	1991	1	19	258	8	242	8	8	8	32253.1
8	1991	2	19	199	3	188	8	3	3	32253.1
8	1991	1	20	284	2	278	4	2	2	27807.2
8	1991	2	20	230	0	227	3	0	0	27807.2
8	1991	1	21	341	5	331	5	5	5	19493.9
8	1991	2	21	258	0	253	5	0	0	19493.9
8	1991	1	22	342	1	329	12	1	1	13860.4
8	1991	2	22	296	1	291	4	1	1	13860.4
8	1991	1	23	606	1	595	10	1	1	12676.7
8	1991	2	23	711	1	703	7	1	1	12676.7
8	1991	1	25	194	30	144	20	30	30	NA
8	1991	2	25	95	0	91	4	0	0	NA
8	1992	1	7	458	1	442	15	1	1	221033
8	1992	2	7	363	1	351	11	1	1	221033
8	1992	1	8	22	1	11	10	1	1	197971
8	1992	2	8	21	0	16	4	1	0	197971
8	1992	1	9	54	5	34	14	6	5	184806
8	1992	2	9	28	0	26	2	0	0	184806
8	1992	1	10	76	27	20	25	31	27	181788
8	1992	2	10	26	1	23	1	2	1	181788
8	1992	1	11	129	64	41	24	64	64	192882
8	1992	2	11	51	5	36	9	6	5	192882
8	1992	1	12	145	59	58	27	60	57	178344
8	1992	2	12	55	4	43	8	4	4	178344
8	1992	1	13	140	52	65	23	52	52	145693
8	1992	2	13	66	2	61	2	3	2	145693
8	1992	1	14	110	38	53	18	39	38	115177
8	1992	2	14	68	2	63	3	2	1	115177
8	1992	1	15	153	25	109	19	25	23	87357.7
8	1992	2	15	102	1	97	4	1	1	87357.7
8	1992	1	16	90	11	73	6	11	10	64468.7
8	1992	2	16	82	3	79	0	3	3	64468.7
8	1992	1	17	169	3	156	10	3	2	48915.9
8	1992	2	17	129	1	124	4	1	1	48915.9
8	1992	1	18	187	1	179	6	2	1	40676.4
8	1992	2	18	143	0	140	3	0	0	40676.4
8	1992	1	19	271	2	261	8	2	2	33373.8
8	1992	2	19	217	0	214	3	0	0	33373.8
8	1992	1	20	266	2	255	9	2	2	27948.1
8	1992	2	20	242	0	237	5	0	0	27948.1
8	1992	1	21	327	0	322	5	0	0	20511.2
8	1992	2	21	264	0	259	5	0	0	20511.2
8	1992	1	22	318	2	309	7	2	0	14077.2
8	1992	2	22	324	0	318	6	0	0	14077.2
8	1992	1	23	619	1	595	23	1	1	13255.6
8	1992	2	23	747	1	725	21	1	1	13255.6
8	1992	1	25	201	32	149	20	32	31	NA
8	1992	2	25	150	2	138	10	2	2	NA
8	1993	1	7	367	0	350	17	0	0	227769
8	1993	2	7	256	0	253	3	0	0	227769
8	1993	1	8	28	1	19	8	1	1	200892
8	1993	2	8	32	0	25	7	0	0	200892
8	1993	1	9	39	5	18	16	5	5	187527
8	1993	2	9	19	1	15	3	1	1	187527
8	1993	1	10	119	55	31	31	57	55	181883
8	1993	2	10	35	4	22	8	5	4	181883
8	1993	1	11	160	74	44	39	77	73	189825
8	1993	2	11	55	10	38	6	11	10	189825
8	1993	1	12	171	77	63	31	77	77	184740
8	1993	2	12	68	4	54	10	4	4	184740
8	1993	1	13	164	77	61	23	80	75	151905
8	1993	2	13	57	6	44	7	6	6	151905
8	1993	1	14	136	55	64	15	57	54	120858
8	1993	2	14	80	3	73	4	3	3	120858
8	1993	1	15	157	38	100	17	40	38	92427.5
8	1993	2	15	101	3	92	6	3	3	92427.5
8	1993	1	16	100	11	75	13	12	11	68385.7
8	1993	2	16	86	1	83	2	1	1	68385.7
8	1993	1	17	150	16	123	8	19	15	51209.1
8	1993	2	17	124	0	122	2	0	0	51209.1
8	1993	1	18	199	8	171	20	8	7	41441.1
8	1993	2	18	156	0	152	4	0	0	41441.1
8	1993	1	19	253	8	228	17	8	6	34533.4
8	1993	2	19	181	1	178	2	1	1	34533.4
8	1993	1	20	309	8	290	10	9	5	28089.7
8	1993	2	20	234	1	227	6	1	1	28089.7
8	1993	1	21	381	1	365	15	1	0	21581.6
8	1993	2	21	277	0	268	9	0	0	21581.6
8	1993	1	22	344	2	337	5	2	2	14297.3
8	1993	2	22	270	1	261	8	1	1	14297.3
8	1993	1	23	594	0	578	16	0	0	13861
8	1993	2	23	775	0	757	18	0	0	13861
8	1993	1	25	199	35	147	16	36	35	NA
8	1993	2	25	148	7	133	8	7	7	NA
8	1994	1	7	356	3	337	15	4	3	234711
8	1994	2	7	285	1	275	9	1	1	234711
8	1994	1	8	30	1	18	10	2	1	203855
